rand_fixed	completed	activity_code	region	state	ESOffice.x	title	lead_agency	FY	FY_start	FY_concl	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	date_active_concl	timely_concl	hours_logged	events_logged	formal_consult	consult_type	consult_complex	work_type	work_category	ARRA	datum	lat_dec_deg	long_dec_deg	lat_deg	lat_min	lat_sec	long_deg	long_min	long_sec	UTM_E	UTM_N	UTM_zone	spp_ev_ls	spp_BO_ls	n_spp_eval	n_spp_BO	n_nofx	n_NLAA	n_conc	n_jeop	n_rpa	n_admo	n_tech	staff_lead_hash	staff_support_hash	with_coord	Region	ESOffice.y	Latitude	Longitude	Datum
0.354747345	NA	05E2PA00-2012-I-0649	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 3031 20/924 Culvert Replacement York County	PennDOT  District 8	2012	2012	2012	4/4/12	NA	5/4/12	5/7/12	33	5/7/12	No	No	No	No	Informal Consultation	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	No ARRA funding	WGS84	NA	NA	39	43	37.8	-76	48	41.8	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	cfb4f3f50a50c7eeb747845ec2ca3a42	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	39.72706	-76.81191	NAD27
0.35504803	NA	52420-2009-I-1084	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	John Branch Oil wells	-- OTHER: CONSULTANT --	2009	2009	2009	4/30/09	NA	5/30/09	6/4/09	35	6/4/09	No	No	No	No	Informal Consultation	Standard	oil or gas exploration / production	oil or gas exploration / production	No ARRA funding	WGS84	NA	NA	41	50	5.8	-79	10	25.5	NA	NA	NA	"Riffleshell, northern (Epioblasma torulosa rangiana); Clubshell (Pleurobema clava)"	"clubshell (pleurobema clava): BO = NLAA - Concurrence Provided; CH = , northern riffleshell (epioblasma torulosa rangiana): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.83488	-79.17398	NAD27
0.355063656	NA	04EM1000-2012-I-0460	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"MDA - 4600 general ike ave, moss point"	Department of Housing and Urban Development	2012	2012	2012	1/26/12	NA	2/25/12	2/3/12	8	2/3/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	30	23	37.4	-88	32	12.8	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	30.39352	-88.53687	NAD27
0.355550432	NA	52420-2008-I-0779	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Dannic Energy Corporation Kiser Well Num.1	-- OTHER: CONSULTANT --	2008	2008	2008	2/5/08	NA	3/6/08	3/4/08	28	3/4/08	Yes	No	No	No	Informal Consultation	Standard	oil or gas exploration / production	oil or gas exploration / production	No ARRA funding	WGS84	NA	NA	41	0	16.5	-79	38	5	NA	NA	NA	"Riffleshell, northern (Epioblasma torulosa rangiana); Clubshell (Pleurobema clava)"	"clubshell (pleurobema clava): BO = NLAA - Concurrence Provided; CH = , northern riffleshell (epioblasma torulosa rangiana): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.00452	-79.63495	NAD27
0.355600117	NA	04EM1000-2013-I-1068	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"134 katie eubanks road, lucedale"	Department of Housing and Urban Development	2013	2013	2013	12/3/12	NA	1/2/13	12/17/12	14	12/17/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	30	56	6.1	-88	37	5.1	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	30.93484	-88.61806	NAD27
0.355927901	NA	04ER1000-2015-I-0115	4	AR	ARKANSAS ECOLOGICAL SERVICES FIELD OFFICE	GBMc_ColumbiaCo_AR	Arkansas Department of Pollution Control and Ecology	2015	2015	2015	11/12/14	NA	12/12/14	11/12/14	0	11/12/14	Yes	Yes	No	No	Informal Consultation	Standard	wastewater facility	wastewater facility	No ARRA funding	WGS84	33.031616	-93.195852	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	b09fcfcbbb6e4b58383fdc211abbff3a	3ef99e7a992536b849ad919a490c0c73	TRUE	4	ARKANSAS ECOLOGICAL SERVICES FIELD OFFICE	33.03148	-93.19569	NAD27
0.356121164	NA	42430-2009-I-0901	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	"AD Engineering Services, ADED Job Num. 09168"	-- OTHER: CONSULTANT --	2009	2009	2009	9/9/09	NA	10/9/09	9/23/09	14	9/23/09	Yes	No	No	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	NAD83	35.07246	-85.62574	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Marstonia, royal (snail) (Pyrgulopsis ogmorhaphe)"	royal marstonia (snail) (pyrgulopsis ogmorhaphe): BO = Not Yet Determined; CH = 	1	1	NA	NA	NA	NA	0	NA	NA	2673d5e1b1395cd164238cd90b6b28c8	None	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	35.07238	-85.62577	NAD27
0.35712505	NA	05E2NJ00-2013-I-0226	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	Mountain View Manor	STATE OF NEW JERSEY	2013	2013	2013	4/25/13	NA	5/10/13	5/7/13	12	5/7/13	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	41.184621	-74.593289	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis); Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	"bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = NLAA - Concurrence Provided; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	9f97cb181c546408fcbf8f6abca387b4	e85b01fcde24284b16efc6ea03408820	TRUE	5	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	41.18453	-74.59368	NAD27
0.357242702	NA	52420-2009-I-0022	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Snyder Brothers John Ruffaner New Gas Well	-- OTHER: CONSULTANT --	2009	2008	2009	9/18/08	NA	10/18/08	10/18/08	30	10/18/08	Yes	No	No	No	Informal Consultation	Standard	oil or gas exploration / production	oil or gas exploration / production	No ARRA funding	WGS84	NA	NA	40	48	12.2	-79	38	47.4	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.80332	-79.64673	NAD27
0.35834189	NA	52420-2009-I-0353	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Rex Energy Natural Gas Pipeline	-- OTHER: CONSULTANT --	2009	2009	2009	11/24/08	NA	12/24/08	12/18/08	24	12/18/08	Yes	No	No	No	Informal Consultation	Standard	oil or gas pipeline	oil or gas pipeline	No ARRA funding	WGS84	NA	NA	41	4	49	-78	19	10.2	NA	NA	NA		no species defined; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.08022	-78.31976	NAD27
0.358916587	NA	05E2PA00-2012-I-0504	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Dovertowne Apartments Extension	-- OTHER: CONSULTANT --	2012	2012	2012	3/2/12	NA	4/1/12	5/7/12	66	5/7/12	No	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	40	0	11.3	-76	51	37.9	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	 	1	0	NA	NA	NA	NA	0	NA	NA	8948dfe5f7b5ea32dba8b7988fcb8a7f	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.00304	-76.86083	NAD27
0.359020347	NA	52420-2009-I-0722	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	National Fuel Natural Gas M&amp;R Station Removal GTM-MS-2985-T	-- OTHER: CONSULTANT --	2009	2009	2009	2/17/09	NA	3/19/09	3/16/09	27	3/16/09	Yes	No	No	No	Informal Consultation	Standard	oil or gas pipeline	oil or gas pipeline	No ARRA funding	WGS84	NA	NA	41	29	14	-80	27	25	NA	NA	NA	"Riffleshell, northern (Epioblasma torulosa rangiana); Clubshell (Pleurobema clava)"	"clubshell (pleurobema clava): BO = NLAA - Concurrence Provided; CH = , northern riffleshell (epioblasma torulosa rangiana): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.48717	-80.45715	NAD27
0.359104552	NA	21410-2010-I-0403	2	TX	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	City of Harlingen - 1822 E. Jackson - clear and demo	Community Planning and Development (HUD)	2010	2010	2010	6/22/10	NA	7/22/10	6/23/10	1	6/23/10	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	26	11	34.1	-97	40	36.3	NA	NA	NA	"Plover, piping (Charadrius melodus); Sea turtle, hawksbill (Eretmochelys imbricata); Falcon, northern aplomado (Falco femoralis septentrionalis); Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca); Ambrosia, south Texas (Ambrosia cheiranthifolia); Ayenia, Texas (Ayenia limitaris); Ocelot (Leopardus (=Felis) pardalis); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Pelican, brown (Pelecanus occidentalis); Sea turtle, loggerhead (Caretta caretta); Cactus, star (Astrophytum asterias)"	"brown pelican (pelecanus occidentalis): BO = No Effect - No Concurrence Required; CH = , green sea turtle (chelonia mydas): BO = No Effect - No Concurrence Required; CH = , gulf coast jaguarundi (herpailurus (=felis) yagouaroundi cacomitli): BO = No Effect - No Concurrence Required; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = No Effect - No Concurrence Required; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = No Effect - No Concurrence Required; CH = , leatherback sea turtle (dermochelys coriacea): BO = No Effect - No Concurrence Required; CH = , loggerhead sea turtle (caretta caretta): BO = No Effect - No Concurrence Required; CH = , northern aplomado falcon (falco femoralis septentrionalis): BO = No Effect - No Concurrence Required; CH = , ocelot (leopardus (=felis) pardalis): BO = No Effect - No Concurrence Required; CH = , piping plover (charadrius melodus): BO = No Effect - No Concurrence Required; CH = , south texas ambrosia (ambrosia cheiranthifolia): BO = No Effect - No Concurrence Required; CH = , star cactus (astrophytum asterias): BO = No Effect - No Concurrence Required; CH = , texas ayenia (ayenia limitaris): BO = No Effect - No Concurrence Required; CH = , west indian manatee (trichechus manatus): BO = No Effect - No Concurrence Required; CH = )"	14	14	14	0	NA	0	0	0	0	456c52cac14ad7d5b331d34961bba8c2	None	TRUE	2	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	26.19245	-97.67648	NAD27
0.359438002	NA	52421-2008-I-0066	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	Nicholas Pacault - Schlumberger Technology Corporation	STATE OF NEW JERSEY	2008	2008	2008	10/5/07	NA	10/22/07	10/29/07	24	10/29/07	No	No	No	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	NAD83	40.315991	-74.620418	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	9f97cb181c546408fcbf8f6abca387b4	None	TRUE	5	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	40.31588	-74.62082	NAD27
0.35967894	NA	41420-2008-I-0870	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	"Placida Harbor Club, Charlotte County"	Army Corps of Engineers	2008	2009	2009	10/28/08	NA	11/4/08	11/4/08	7	11/4/08	Yes	No	No	No	Informal Consultation	Standard	private dock / pier - new construction	private dock / pier	No ARRA funding	NAD83	26.842295	-82.281293	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Manatee, West Indian (Trichechus manatus)"	 	1	0	NA	NA	NA	NA	0	NA	NA	89927f6fe6a4adfccee37e35ff38748c	None	TRUE	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	26.84195	-82.28148	NAD27
0.36036172	NA	03E15000-2015-I-0403	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	ODOT - HAM-Cheviot Road (PID 95282) Hamilton County	Federal Highway Administration	2015	2015	2015	12/29/14	NA	1/28/15	1/14/15	16	1/14/15	Yes	No	No	No	Informal Consultation	Programmatic Project-Level	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	WGS84	39.1945	-84.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Clover, running buffalo (Trifolium stoloniferum); Mussel, sheepnose (Plethobasus cyphyus); Eagle, bald (Haliaeetus leucocephalus); Bat, northern long-eared (Myotis septentrionalis); Bat, Indiana (Myotis sodalis); Mucket, pink (pearlymussel) (Lampsilis abrupta); Bean, rayed (Villosa fabalis); Mussel, snuffbox (Epioblasma triquetra); Fanshell (Cyprogenia stegaria)"	"bald eagle (haliaeetus leucocephalus): BO = No Effect - No Concurrence Required; CH = , fanshell (cyprogenia stegaria): BO = No Effect - No Concurrence Required; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = , northern long-eared bat (myotis septentrionalis): BO = NLAA - Concurrence Provided; CH = , pink mucket (pearlymussel) (lampsilis abrupta): BO = No Effect - No Concurrence Required; CH = , rayed bean (villosa fabalis): BO = No Effect - No Concurrence Required; CH = , running buffalo clover (trifolium stoloniferum): BO = No Effect - No Concurrence Required; CH = , sheepnose mussel (plethobasus cyphyus): BO = No Effect - No Concurrence Required; CH = , snuffbox mussel (epioblasma triquetra): BO = No Effect - No Concurrence Required; CH = )"	9	9	7	2	2	0	0	0	0	c8f7cb224687076828a9544a782c6897	None	TRUE	3	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	39.19444	-84.59905	NAD27
0.360387235	NA	04EN2000-2015-I-0227	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	CH2MHILL- EA Town of Holly Springs WWTF	-- OTHER: CONSULTANT --	2015	2015	2015	1/29/15	NA	2/28/15	2/26/15	28	2/26/15	Yes	Yes	Yes	No	Informal Consultation	Standard	wastewater facility	wastewater facility	No ARRA funding	WGS84	35.645	-78.849	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	075cc34e1d591c437d7d25a47d56e0d4	None	TRUE	4	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	35.64485	-78.84927	NAD27
0.361126447	NA	52420-2009-I-1525	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	William McIntire Coal Oil &amp; Gas L Snyder Num.2 Gas Well	-- OTHER: CONSULTANT --	2009	2009	2009	8/26/09	NA	9/25/09	9/9/09	14	9/9/09	Yes	No	No	No	Informal Consultation	Standard	oil or gas exploration / production	oil or gas exploration / production	No ARRA funding	WGS84	NA	NA	40	50	2.1	-79	45	29.6	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.83385	-79.75845	NAD27
0.36189568	NA	41910-2010-I-0144	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	AT&amp;T Jacksonville Airport Cell Tower - Duval	Federal Communications Commission	2010	2010	2010	1/7/10	NA	2/6/10	1/12/10	5	1/12/10	Yes	No	No	No	Informal Consultation	Standard	communications tower	communications tower	No ARRA funding	NAD83	30.5014	-81.5869	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eagle, bald (Haliaeetus leucocephalus); Snake, eastern indigo (Drymarchon corais couperi); Stork, wood (Mycteria americana)"	"bald eagle (haliaeetus leucocephalus): BO = NLAA - Concurrence Provided; CH = , eastern indigo snake (drymarchon corais couperi): BO = NLAA - Concurrence Provided; CH = , wood stork (mycteria americana): BO = NLAA - Concurrence Provided; CH = )"	3	3	0	3	3	0	0	0	0	e3dfb1835a829a181f79e00214ef0ab2	None	TRUE	4	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	30.50116	-81.58708	NAD27
0.362956653	NA	42430-2010-I-0690	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	Indiana bat coord. SR-109 bridge rpl; Wilson/Sumner co	Tennessee Department of Transportation	2010	2010	2010	9/13/10	NA	9/25/10	9/15/10	2	9/15/10	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	NAD83	36.33881	-86.43696	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	0ac2a059b28b7a722e8cf7f3dd9f77cc	20cb793e7b539ea7e3a3dc8e71affa42	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	36.33876	-86.43697	NAD27
0.36298634	NA	05E2PA00-2013-I-0043	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Venango County Clapp Farm and Rouseville Borough		2013	2013	2013	10/4/12	NA	11/3/12	10/31/12	27	10/31/12	Yes	No	No	No	Informal Consultation	Standard	federal grant / loan related	federal grant / loan related	No ARRA funding	WGS84	NA	NA	41	28	21	-79	41	0.6	NA	NA	NA	Clubshell (Pleurobema clava)	clubshell (pleurobema clava): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.47244	-79.68373	NAD27
0.363122472	NA	04EM1000-2013-I-1077	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"2221 cap johnson road, moss point"	Department of Housing and Urban Development	2013	2013	2013	12/11/12	NA	1/10/13	12/17/12	6	12/17/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	30	39	49	-88	34	5.8	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	30.66342	-88.56826	NAD27
0.363568938	NA	31440-2011-I-0064	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Thompson Rd/Five Points Rd intersection improvements	-- OTHER: CONSULTANT --	2011	2011	2011	10/20/10	NA	11/19/10	11/2/10	13	11/2/10	Yes	No	No	No	Informal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4394381	581925	16	"Bat, Indiana (Myotis sodalis)"	 	2	0	NA	NA	NA	NA	0	NA	NA	30e6576326b876e7e3d98d23fd904609	None	TRUE	3	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	39.6953	-86.0445	NAD27
0.365152821	NA	52420-2011-I-0030	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Grays Woods Planned Community (see also 2010-1331)	-- OTHER: CONSULTANT --	2011	2011	2012	10/8/10	NA	11/12/10	1/18/12	467	1/18/12	No	No	Yes	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	40	48	9.5	-77	57	54.3	NA	NA	NA	"Bat, Indiana (Myotis sodalis); Bulrush, Northeastern (Scirpus ancistrochaetus)"	 	2	0	NA	NA	NA	NA	0	NA	NA	7374dbb1a08095e21f7ea24479eed338	db62c4cf5cb321ce6f6be9bd5a39e0be	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.80258	-77.96536	NAD27
0.365427965	NA	05E2PA00-2013-I-1099	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Noble Energy RHL 27 Gas Well	-- OTHER: CONSULTANT --	2013	2013	2014	8/9/13	NA	9/8/13	12/11/13	124	12/11/13	No	No	No	No	Informal Consultation	Standard	oil or gas exploration / production	oil or gas exploration / production	No ARRA funding	WGS84	39.948083	-80.458498	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	 	1	0	NA	NA	NA	NA	0	NA	NA	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	39.94801	-80.45871	NAD27
0.366463491	NA	03E15000-2014-I-1077	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	ODOT- LAK-608-3.37 Bridge Replacement over Lake Metroparks Greenway (PID 93229) Lake County	Federal Highway Administration	2014	2014	2014	4/30/14	NA	5/30/14	6/9/14	40	6/9/14	No	No	No	No	Informal Consultation	Programmatic Project-Level	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	41.6736	-81.2208	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Plover, piping (Charadrius melodus); Eagle, bald (Haliaeetus leucocephalus); Knot, red (Calidris canutus rufa); Bat, northern long-eared (Myotis septentrionalis); Bat, Indiana (Myotis sodalis); Mussel, snuffbox (Epioblasma triquetra); Warbler, Kirtlands (Setophaga kirtlandii (= Dendroica kirtlandii))"	"bald eagle (haliaeetus leucocephalus): BO = No Effect - Concurrence Provided; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = , kirtlands warbler (setophaga kirtlandii (= dendroica kirtlandii): BO = No Effect - Concurrence Provided; CH = , northern long-eared bat (myotis septentrionalis): BO = NLAA - Concurrence Provided; CH = , piping plover (charadrius melodus): BO = No Effect - Concurrence Provided; CH = , red knot (calidris canutus rufa): BO = No Effect - Concurrence Provided; CH = , snuffbox mussel (epioblasma triquetra): BO = No Effect - Concurrence Provided; CH = )"	7	7	5	2	7	0	0	0	0	c8f7cb224687076828a9544a782c6897	None	TRUE	3	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	41.67355	-81.22098	NAD27
0.366548922	NA	42430-2009-I-0475	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	Fort Campbell  Emergency Repair Projects	Department of Defense (DOD) - Army	2009	2009	2009	5/21/09	NA	6/20/09	5/22/09	1	5/22/09	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	NAD83	36.59563	-87.62933	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis); Bat, gray (Myotis grisescens)"	"gray bat (myotis grisescens): BO = NLAA - Concurrence Provided; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	952f435f489e601b4028cac03097b35c	None	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	36.59558	-87.62931	NAD27
0.369155824	NA	04ET1000-2013-I-0021	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	CDP Town of Samburg Housing Improvement	Department of Housing and Urban Development	2013	2013	2013	10/29/12	NA	11/18/12	10/31/12	2	10/31/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	36.37626	-89.35426	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	 	1	0	NA	NA	NA	NA	0	NA	NA	ad3d484b34605d13de0d0682edbe8fb2	96fe9b506336ec6b04004a38c6ebeab1	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	36.37619	-89.35419	NAD27
0.369202664	NA	52420-2008-I-1739	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 233 Drainage Improvement	STATE OF PENNSYLVANIA	2008	2008	2008	7/31/08	NA	8/30/08	9/2/08	33	9/2/08	No	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	WGS84	NA	NA	39	54	24	-77	28	41.9	NA	NA	NA		no species defined; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	cfb4f3f50a50c7eeb747845ec2ca3a42	8948dfe5f7b5ea32dba8b7988fcb8a7f	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	39.90657	-77.4786	NAD27
