activity_code	action_found	lat_dec_deg.x	long_dec_deg.x	hab_chg	area	act_start	act_end	completed	earliest_date	relevant_dates	comments	region	state	ESOffice.x	title	lead_agency	FY	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	consult_complex	work_type	work_category	UTM_zone	with_coord	N_consultations	JM_expect	TK_expect	reconcile	N_formal	formal_in	observed
42410-2011-I-0094	0.5	33.64279	-79.0953	3.0	0.01	2011-03-01T00:00:00Z	2011-03-01T00:00:00Z	1.0	1994-02-01	04-2010; 03-2011; 06-2011	Pier then removed in 12-2012?	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	P/N 2010-01284-3IY-John Walter Wilkinson III	Army Corps of Engineers	2011	2010-12-14	NA	1/13/11	2010-12-16	2	Standard	private dock / pier - new construction	private dock / pier	NA	TRUE	406	1.0	1.0	1.0	34	informal	Maybe
02ETAR00-2015-I-0145	1.0	32.57944	-96.803210000000007	3.0	0.07	2015-03-01T00:00:00Z	2015-12-01T00:00:00Z	1.0	1995-02-01	10-2013; 03-2015; 12-2015	NA	2	TX	ARLINGTON ECOLOGICAL SERVICES FIELD OFFICE	Powell Tract ESA compliance for FEMA CLOMR  40 ft X40 ft metal building	Federal Emergency Management Agency	2015	2014-11-12	NA	12/12/14	2014-12-01	19	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
42410-2008-I-0458	0.0	34.72367	-79.66774	NA	NA	NA	NA	NA	2003-06-01	10-2006; 06-2011… 01-2015	NA	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	HPG and Co. - Wallace Water Company, Inc.	Rural Development (USDA)	2008	2008-05-27	NA	6/26/08	2008-06-20	24	Standard	water supply pipeline - new construction - below ground	water supply pipeline	NA	TRUE	225	0.0	0.0	0.0	3	informal	No
42430-2011-I-0733	0.0	36.40007	-83.72633	NA	NA	NA	NA	NA	1997-03-01	10-2010; 04-2012; 11-2013…. 10-2014	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	ETDD Midway Area Waterline Ext Project Claiborne	Department of Housing and Urban Development	2011	2011-08-23	NA	9/15/11	2011-08-25	2	Standard	water supply pipeline - new construction - below ground	water supply pipeline	NA	TRUE	225	0.0	0.0	0.0	3	informal	No
42430-2011-I-0020	1.0	35.75613	-87.41619	3.0	1.53	2013-10-01T00:00:00Z	2013-10-01T00:00:00Z	1.0	1997-02-01	08-2010; 10-2013	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	SR-50 Bridge Swan Creek; Hickman Co	Tennessee Valley Authority	2011	2010-10-27	NA	11/25/10	2010-11-05	9	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	Yes
04EM1000-2012-I-0414	0.0	33.71486	-90.63918	NA	NA	NA	NA	NA	1992-03-01	09-2010; 01-2013	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Mallett-Jones Road bridge replacement	Federal Highway Administration	2012	2012-02-08	NA	3/9/12	2012-02-10	2	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	No
04EM1000-2015-I-0145	0.0	30.40457	-89.65769	NA	NA	NA	NA	NA	1989-10-01	11-2014; 01-2015; 08-2015	Development that's been going on since before 2007 - no sign of change	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Department of the Navy, Draft EA Stennis Airspace Redesignation	Department of Defense (DOD) - Navy	2015	2014-12-02	NA	1/1/15	2014-12-31	29	Standard	development - government / military	development	NA	TRUE	302	1.0	1.0	1.0	50	informal	No
52420-2008-I-0811	0.0	39.90643	-77.38001	NA	NA	NA	NA	NA	1994-04-01	03-2007; 10-2008; 09-2010; 08-2012; 09-2013	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	James Pennington Subdivision	-- OTHER: CONSULTANT --	2008	2008-02-11	NA	3/12/08	2008-03-12	30	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	No
52420-2009-I-0073	1.0	40.00815	-79.63566	4.0	3.3	2008-10-01T00:00:00Z	2012-04-01T00:00:00Z	1.0	1993-04-01	10-2006; 10-2008; 09-2010; 04-2012; 09-2013; 10-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	EnerVest K. Sampey Num.1 New Gas Well	-- OTHER: CONSULTANT --	2009	2008-09-29	NA	10/29/08	2008-10-21	22	Standard	oil or gas exploration / production	oil or gas exploration / production	NA	TRUE	695	0.5	0.5	0.5	8	informal	Yes
43410-2008-I-0542	0.0	30.23912	-87.74968	NA	NA	NA	NA	NA	1992-01-01	02-2008; 04-2009; 05-2010… 01-2015	NA	4	AL	ALABAMA ECOLOGICAL SERVICES FIELD OFFICE	Van Aller Construction - Construct Residence, 1977 West Beach Blvd - Gulf Shores, Al - Baldwin Co.	Fish and Wildlife Service	2008	2009-04-14	NA	5/14/09	2009-04-14	0	Standard	development - residential	development	16	TRUE	3713	1.0	1.0	1.0	101	informal	No
31440-2011-I-0565	1.0	40.006100000000004	-86.10475	3.0	56.91	2012-08-01T00:00:00Z	NA	0.0	1993-04-01	08-2010; 08-2012; 10-2013; 09-2014; 10-2015	Some small trail was made in 2012, followed by much larger scale development (and absence of trail) a year later?	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Bridgewater Club development at Carmel	-- OTHER: CONSULTANT --	2011	2011-07-08	NA	8/7/11	2011-07-27	19	Standard	development - residential	development	16	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
04EM1000-2013-I-0125	1.0	30.49436	-89.4017	3.0	2.17	2013-11-01T00:00:00Z	NA	0.0	1997-01-01	11-2011; 11-2013	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	mda 22151 cameron road, kiln	Department of Housing and Urban Development	2013	2012-11-09	NA	12/9/12	2012-11-13	4	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
31440-2011-I-0226	0.0	39.71867	-86.3995	NA	NA	NA	NA	NA	1998-04-01	08-2010; 08-2012; 10-2013… 10-2015	NA	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	SR 267/CR 300S intersection improvements	Federal Highway Administration	2011	2011-01-12	NA	2/11/11	2011-01-13	1	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	16	TRUE	1434	0.5	0.5	0.5	105	informal	No
08ECAR00-2015-I-0390	0.0	32.7006	-116.3639	NA	NA	NA	NA	NA	1994-05-01	41852	NA	8	CA	CARLSBAD FISH AND WILDLIFE OFFICE	Pine Valley Communication Facility NLAA	Federal Communications Commission	2015	2015-04-24	NA	5/24/15	2015-05-06	12	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	No
31440-2011-I-0010	0.0	38.62624	-86.08094	NA	NA	NA	NA	NA	1998-03-01	08-2010; 11-2013; 09-2014	NA	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Abilene Foods development at Salem	Department of Housing and Urban Development	2011	2010-10-01	NA	10/31/10	2010-10-06	5	Standard	development - commercial	development	16	TRUE	1809	1.0	1.0	1.0	96	informal	No
52420-2008-I-0421	1.0	40.7691	-79.6222	3.0	0.75	2010-07-01T00:00:00Z	2010-07-01T00:00:00Z	1.0	1993-04-01	10-2006; 10-2008	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Michael Lucchetti Num.2-25	-- OTHER: CONSULTANT --	2008	2007-12-03	NA	1/2/08	2007-12-07	4	Standard	oil or gas exploration / production	oil or gas exploration / production	NA	TRUE	695	0.5	0.5	0.5	8	informal	Yes
04ET1000-2012-I-0642	1.0	35.21678	-90.03153	3.0	1.11	2014-04-01T00:00:00Z	NA	0.0	1997-01-01	08-2011; 10-2013; 04-2014	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	Fisher &amp; Arnold, Inc.  Christ Community Health Services Proposed Construction Project	Department of Health and Human Services	2012	2012-07-18	NA	8/16/12	2012-07-20	2	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	informal	Yes
05E2PA00-2012-I-0566	1.0	40.01523	-76.00138	4.0	0.73	2012-09-01T00:00:00Z	2015-09-01T00:00:00Z	1.0	1992-04-01	09-2010; 09-2012; 04-2013; 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Emanuel Dienner Single Family Dwelling	-- OTHER: CONSULTANT --	2012	2012-03-19	NA	4/18/12	2012-05-02	44	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
03E15000-2013-I-0953	1.0	39.14394	-84.00607	5.0	10.76	2015-07-01T00:00:00Z	2015-07-01T00:00:00Z	1.0	1994-03-01	05-2012; 07-2015	Road was repaved for 9.44 miles.	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	ODOT - CLE-US-50-18.08 (PID 87528) LMR, Clermont Co. OH	Federal Highway Administration	2013	2013-04-30	NA	5/30/13	2013-05-30	30	Programmatic Project-Level	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	informal	Yes
05E2NJ00-2014-I-0018	0.0	39.6857	-75.50386	NA	NA	NA	NA	NA	1991-03-01	40817	NA	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	DuPont chambers Works - Salem Canal Boat Dock	Army Corps of Engineers	2014	2013-10-23	NA	11/8/13	2013-10-25	2	Standard	private dock / pier - new construction	private dock / pier	NA	TRUE	406	1.0	1.0	1.0	34	informal	No
22410-2010-I-0214	0.0	33.39204	-111.67745	NA	NA	NA	NA	NA	1992-07-01	11-2009; 03-2010; 09-2010; 03-2011	NA	2	AZ	ARIZONA ECOLOGICAL SERVICES FIELD OFFICE	EBI ProjectNum.61096762 AZ-PHX5186G/Champion Motorsports	Federal Communications Commission	2010	2010-01-05	NA	2/4/10	2010-02-03	29	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	No
52420-2008-I-1620	0.0	40.49115	-79.84915	NA	NA	NA	NA	NA	1993-04-01	06-2007; 10-2008; 07-2010… 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 2073 Segment 0020 Offset 0000	STATE OF PENNSYLVANIA	2008	2008-07-07	NA	8/6/08	2008-07-25	18	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	No
41410-2010-I-0077	1.0	30.5462	-87.08713	5.0	1.38	2010-12-01T00:00:00Z	NA	0.0	1994-01-01	02-2008; 04-2010; 12-2010; 01-2012; 11-2013; 01-2014; 02-2015	NA	4	FL	PANAMA CITY ECOLOGICAL SERVICES FIELD OFFICE	SR 281 (Avalon Blvd) widening from I-10 to north of the CSX crossing.	Army Corps of Engineers	2010	2009-10-30	NA	11/20/09	2009-11-20	21	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	informal	Yes
51411-2008-I-0346	1.0	38.0644	-79.3493	4.0	0.53	2011-04-01T00:00:00Z	NA	0.0	1994-04-01	04-2007; 10-2008; 04-2011; 09-2011; 11-2013	NA	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Craigsville Water System Improvements - Augusta Co.	-- OTHER: CONSULTANT --	2008	2008-06-16	NA	7/16/08	2008-06-16	0	Standard	wastewater facility	wastewater facility	NA	TRUE	555	0.5	0.5	0.5	13	informal	Yes
43910-2009-I-1040	0.0	34.97491	-90.03985	NA	NA	NA	NA	NA	1996-03-01	09-2008; 04-2010; 08-2010; 09-2010… 04-2014	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Texas Gas Project 2009	Federal Energy Regulatory Commission	2009	2009-08-31	NA	9/30/09	2009-08-31	0	Standard	oil or gas - pipeline - onshore - maintenance / modification / replacement / upgrade - below ground	oil or gas	NA	TRUE	443	0.0	0.0	0.0	14	informal	No
41460-2009-I-0375	0.0	34.12628	-83.74094	NA	NA	NA	NA	NA	1993-01-01	02-2009; 09-2009; 12-2010… 10-2015	NA	4	GA	GEORGIA ECOLOGICAL SERVICES FIELD OFFICE	NG-09-212-Jack,Edwards/200800526,Town of Braselton,Jackson	Army Corps of Engineers	2009	2009-02-13	NA	3/15/09	2009-02-25	12	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	informal	No
52420-2009-I-0616	0.0	39.99715	-79.46341	NA	NA	NA	NA	NA	1993-04-01	10-2008; 09-2010; 06-2011… 10-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Amerikohl Mining Nicholson III Surface Mine (IBAT PEP)	-- OTHER: CONSULTANT --	2009	2010-03-26	NA	4/25/10	2010-04-26	31	Standard	mining - surface extraction - coal	mining	NA	TRUE	204	0.5	1.0	1.0	1	informal	No
41410-2009-I-0006	0.0	30.47997	-86.19395	NA	NA	NA	NA	NA	1994-01-01	11-2007; 12-2010; 12-2012; 03-2013	NA	4	FL	PANAMA CITY ECOLOGICAL SERVICES FIELD OFFICE	Diana C. Johnson	Army Corps of Engineers	2009	2008-10-07	NA	11/6/08	2008-10-07	0	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	No
41910-2010-I-0446	0.0	27.52448	-82.61158	NA	NA	NA	NA	NA	1994-02-01	01-2008; 12-2010; 01-2012… 02-2016	NA	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Bradenton Yacht Club - Manatee	U.S. Coast Guard	2010	2010-09-03	NA	10/3/10	2010-09-16	13	Standard	special use permit - recreation event / activities	special use permit	NA	TRUE	167	0.0	0.0	0.0	1	informal	No
52420-2009-I-0628	0.0	42.17983	-79.81573	NA	NA	NA	NA	NA	1993-04-01	10-2008; 09-2009; 09-2010… 04-2016	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Anderson Subdivision SFTF	-- OTHER: CONSULTANT --	2009	2009-02-02	NA	3/4/09	2009-03-04	30	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	No
43410-2008-I-0603	1.0	34.13721	-86.19715	5.0	0.04	2012-11-01T00:00:00Z	2012-11-01T00:00:00Z	1.0	1997-03-01	06-2006; 09-2011; 11-2012	NA	4	AL	ALABAMA ECOLOGICAL SERVICES FIELD OFFICE	ALDOT -Bridge Replacement, Little Cove Creek, SR-179 -Etowah Co,AL	Federal Highway Administration	2008	2008-06-25	NA	7/25/08	2008-07-01	6	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	16	TRUE	1236	0.5	0.0	0.5	35	informal	Yes
04EM1000-2013-I-0651	1.0	30.44864	-89.02888	5.0	1.16	2015-01-01T00:00:00Z	NA	0.0	1992-02-01	03-2013; 01-2015	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	South MS Housing and Development Corporation	-- OTHER NON-FEDERAL AGENCY --	2013	2013-05-06	NA	6/5/13	2013-06-05	30	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
41420-2011-I-0219	1.0	26.97767	-80.42723	3.0	0.15	2014-01-01T00:00:00Z	2014-01-01T00:00:00Z	1.0	1994-03-01	03-2011; 01-2014; 02-2016	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	R &amp; B Ranch Vehicle Acess Trail	Army Corps of Engineers	2011	2011-07-06	NA	8/5/11	2011-07-06	0	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	informal	Yes
04EM1000-2014-I-0820	1.0	30.4123	-88.80267	3.0	0.58	2015-01-01T00:00:00Z	2015-01-01T00:00:00Z	1.0	1992-02-01	03-2013; 01-2015	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Equity Holdings, LLC	Army Corps of Engineers	2014	2014-08-01	NA	8/31/14	2014-08-20	19	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	Yes
01EIFW00-2012-I-0163	0.0	48.74176	-116.84328	NA	NA	NA	NA	NA	1998-08-01	08-2009; 09-2012; 07-2013; 07-2014	Prior pictures all too grainy	1	ID	IDAHO FISH AND WILDLIFE OFFICE	NIFO - Paulson Seawall Project	Army Corps of Engineers	2012	2012-03-12	NA	4/11/12	2012-03-15	3	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	NA	TRUE	516	0.5	0.5	0.5	61	informal	No
02ETAR00-2012-I-0124	1.0	33.03238	-96.66632	5.0	0.17	2012-08-01T00:00:00Z	2013-10-01T00:00:00Z	1.0	1995-03-01	03-2011; 04-2012; 08-2012; 10-2013	NA	2	TX	ARLINGTON ECOLOGICAL SERVICES FIELD OFFICE	Walmart Num.3199-00 in Plano	Environmental Protection Agency	2012	2012-02-21	NA	3/22/12	2012-02-23	2	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	Yes
05E2PA00-2013-I-1107	0.0	39.92156	-78.78742	NA	NA	NA	NA	NA	1993-04-01	41518	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Trileaf Glen Savage Cell Tower	-- OTHER: CONSULTANT --	2013	2013-08-12	NA	9/11/13	2013-09-24	43	Standard	communications tower	communications tower	NA	TRUE	621	1.0	0.5	0.5	17	informal	No
03E15000-2012-I-0358	0.0	41.41467	-81.66076	NA	NA	NA	NA	NA	1994-04-01	11-2011; 04-2012; 06-2014; 07-2015; 09-2015	NA	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	ODOT - CUY-SR17-13.45 (PID 85003)	Federal Highway Administration	2012	2011-12-28	NA	1/27/12	2012-02-24	58	Programmatic Project-Level	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	informal	No
02EKOK00-2012-I-0991	0.0	36.7121	-96.66487	NA	NA	NA	NA	NA	1995-02-01	02-2012; 02-2014	NA	2	OK	OKLAHOMA ECOLOGICAL SERVICES FIELD OFFICE	Payne County JP 29312(04) NS-342 over Brush Creek, 3.4 miles south of Ripley	Federal Highway Administration	2012	2013-04-22	NA	5/22/13	2013-05-15	23	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	No
04EN2000-2014-I-0134	0.0	34.03583	-78.06029	NA	NA	NA	NA	NA	1993-02-01	01-2013; 10-2014	NA	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	BSL Tax IDNum.157AE008	-- OTHER: CONSULTANT --	2014	2014-01-28	NA	2/27/14	2014-02-06	9	Standard	development	development	NA	TRUE	1019	0.5	1.0	1.0	32	informal	No
05E2PA00-2012-I-0548	0.0	40.57139	-79.34228	NA	NA	NA	NA	NA	1994-04-01	10-2011; 10-2015	Pumps already installed	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	EQT Gathering H-400 Gas Pipeline	-- OTHER: CONSULTANT --	2012	2012-03-08	NA	4/7/12	2012-04-11	34	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	No
01EIFW00-2013-I-0235	NA	48.78107	-116.41238	NA	NA	NA	NA	NA	NA	09-2012; 07-2013; 07-2014	Not sure what to look for here	1	ID	IDAHO FISH AND WILDLIFE OFFICE	NIFO Burton Creek Streambank Project	Natural Resources Conservation Svc	2013	2013-05-08	NA	6/7/13	2013-05-14	6	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	NA	TRUE	516	0.5	0.5	0.5	61	informal	NA
04ES1000-2012-I-0094	0.0	33.86346	-81.98672	NA	NA	NA	NA	NA	1994-02-01	11-2011; 11-2013	NA	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	SCDOT - US25 Bridge Replacement, Edgefield County, SC	South Carolina Department of Transportation	2012	2011-12-21	NA	1/20/12	2012-01-10	20	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	No
52420-2009-I-0979	1.0	39.874	-75.65251	3.0	7.72	2011-06-01T00:00:00Z	NA	0.0	1992-03-01	10-2008; 08-2009; 04-2010; 09-2010; 06-2011; 10-2011	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Kendal Crosslands - Kendal at Longwood Cottage Expansion	-- OTHER: CONSULTANT --	2009	2009-04-10	NA	5/10/09	2009-05-28	48	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	Yes
42430-2011-I-0540	0.0	36.35107	-88.33272	NA	NA	NA	NA	NA	1997-02-01	08-2010; 09-2013; 07-2015	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	Indiana bat coord. SR-54 widening; Henry County	Tennessee Department of Transportation	2011	2011-06-23	NA	7/9/11	2011-06-24	1	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	NA	TRUE	800	0.5	0.5	0.5	14	informal	No
52421-2009-I-0402	0.0	40.96873	-74.52729	NA	NA	NA	NA	NA	1991-03-01	08-2008; 12-2010; 09-2013	NA	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	FUZE Engineering Complex - Earth Covered Magazines 1215 &amp; 1216	Department of Defense (DOD) - Army	2009	2009-02-25	NA	4/26/09	2009-02-26	1	Standard	development - government / military	development	NA	TRUE	302	1.0	1.0	1.0	50	informal	No
52420-2009-I-1259	0.0	40.1849	-80.25977	NA	NA	NA	NA	NA	1993-04-01	10-2008; 07-2010; 09-2010; 08-2012… 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Tylerdale Fire Station Roof Replacement	-- OTHER: CONSULTANT --	2009	2009-06-18	NA	7/18/09	2009-07-08	20	Standard	development	development	NA	TRUE	1019	0.5	1.0	1.0	32	informal	No
64413-2009-I-0220	0.0	42.78334	-96.91635	NA	NA	NA	NA	NA	2003-12-01	04-2007; 08-2010… 03-2015	NA	6	SD	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	Vermillion Sewer Improvements	Community Planning and Development (HUD)	2009	2009-05-18	NA	6/14/09	2009-05-18	0	Standard	federal grant / loan related	federal grant / loan related	NA	TRUE	445	0.0	NA	0.0	11	informal	No
52420-2008-I-0889	0.0	40.65432	-75.50659	NA	NA	NA	NA	NA	1992-03-01	10-2008; 08-2010; 09-2010; 05-2012; 04-2014	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 0145 Section 08S (MacArthur Road) Safety Improvements	STATE OF PENNSYLVANIA	2008	2008-02-29	NA	3/5/10	2010-03-04	734	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	No
42431-2008-I-0304	0.0	30.09119	-84.53065	NA	NA	NA	NA	NA	1994-03-01	11-2007; 12-2010… 12-2015	NA	4	KY	KENTUCKY ECOLOGICAL SERVICES FIELD OFFICE	Tanner Custom Homes	Army Corps of Engineers	2008	2008-01-24	NA	1/29/08	2008-01-28	4	Standard	private dock / pier - new construction	private dock / pier	NA	TRUE	406	1.0	1.0	1.0	34	informal	No
05E2PA00-2012-I-1123	0.0	39.93145	-78.99636	NA	NA	NA	NA	NA	1993-04-01	09-2010; 09-2013; 10-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Rosebud Mining Mud Pike Surface Coal Mine (IBat PEP)	-- OTHER: CONSULTANT --	2012	2012-07-23	NA	8/22/12	2012-08-16	24	Standard	mining - surface extraction - coal	mining	NA	TRUE	204	0.5	1.0	1.0	1	informal	No
05E2PA00-2013-I-0992	0.0	39.86575	-75.5168	NA	NA	NA	NA	NA	1992-03-01	40817	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	AT&amp;T Garnett Valley Smithbridge Road Cell Tower	-- OTHER: CONSULTANT --	2013	2013-07-12	NA	8/11/13	2013-09-03	53	Standard	communications tower	communications tower	NA	TRUE	621	1.0	0.5	0.5	17	informal	No
52420-2009-I-0018	0.0	41.05215	-75.07957	NA	NA	NA	NA	NA	1993-04-01	10-2008; 08-2010; 09-2010… 04-2014	Too much tree cover to see any pipes	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 2023 Hollow Road Pipe Replacement	STATE OF PENNSYLVANIA	2009	2008-09-17	NA	7/4/09	2009-07-06	292	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	NA	TRUE	694	0.0	0.0	0.0	37	informal	No
42420-2009-I-0516	1.0	35.54217	-79.89413	5.0	0.02	2013-02-01T00:00:00Z	2013-02-01T00:00:00Z	1.0	1993-02-01	07-2010; 02-2013	NA	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	NCDOT B-4796	Federal Highway Administration	2009	2011-04-07	NA	5/7/11	2011-04-13	6	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	Yes
43910-2011-I-0776	1.0	31.42483	-89.54693	5.0	0.07	2013-11-01T00:00:00Z	2013-11-01T00:00:00Z	1.0	1996-01-01	09-2010; 11-2013	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Hardie Road Bridge Project LSBP &Atilde;&cent;&Acirc;&Num.128;&Acirc;&Num.147; 37(10)	Federal Highway Administration	2011	2011-08-10	NA	9/9/11	2011-08-18	8	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	Yes
31440-2009-I-0087	1.0	39.763	-86.50369	3.0	0.31	2010-05-01T00:00:00Z	2010-05-01T00:00:00Z	1.0	1998-04-01	10-2008; 05-2010	NA	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Hendricks Regional Health parking lot expansion	Army Corps of Engineers	2009	2008-11-03	NA	12/3/08	2008-11-07	4	Standard	development - government / municipal	development	16	TRUE	796	1.0	1.0	1.0	29	informal	Yes
52420-2008-I-1522	0.0	40.02762	-79.55402	NA	NA	NA	NA	NA	1994-04-01	10-2006; 10-2008; 09-2010… 10-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Atlas Energy Resources Craig Num.5 New Gas Well	-- OTHER: CONSULTANT --	2008	2008-06-23	NA	7/23/08	2008-07-10	17	Standard	oil or gas exploration / production	oil or gas exploration / production	NA	TRUE	695	0.5	0.5	0.5	8	informal	No
52420-2008-I-0478	1.0	40.41371	-79.28749	3.0	0.16	2010-09-01T00:00:00Z	2011-10-01T00:00:00Z	1.0	1993-04-01	10-2006; 10-2008; 09-2010; 10-2011; 10-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	T-941 Bridge Replacment over Stony Run	STATE OF PENNSYLVANIA	2008	2007-12-17	NA	1/16/08	2008-01-10	24	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	informal	Yes
